,Name,Address,Phone_Number,Zip_Code,Latitude,Longitude,Neighborhood
58,Hong Kong Chef,4104 N Sheridan Rd  ,773-388-8646,60613,41.9567229,-87.65529769999999,Uptown
59,Hong Kong Express,2703 W Cermak Rd  ,773-376-7833,60608,41.8517586,-87.69325339999999,Marshall Square
60,Hot Wok,10611 S Ewing Ave  ,773-731-8213,60617,41.70232910000001,-87.5350699,East Side
61,Hua's Chop Suey Express,3014 E 91st St  ,773-375-1800,60617,41.7302569,-87.5506139,South Chicago
62,Hunan Wok,3411 W Bryn Mawr Ave  ,773-539-9650,60659,41.9828359,-87.7142983,North Park
63,Jade Palace,2551 S Kedzie Ave  ,773-523-1119,60623,41.84484459999999,-87.7046459,Marshall Square
64,King Kong Chinese Food,1544 W 69th St  ,773-737-0333,60636,41.768717,-87.6632376,West Englewood
65,King Wah Express,700 E Grand Ave Ste 120  ,312-670-8429,60611,41.8918613,-87.6096153,East Grand Avenue
66,Kowloon Restaurant,7403 W Irving Park Rd  ,773-625-3605,60634,41.95244030000001,-87.8124651,Dunning
67,Lee's Wok,1437 W Montrose Ave  ,773-388-9978,60613,41.9612839,-87.6666408,Lake View
68,Lee's Wok,5808 W North Ave  ,773-637-8863,60639,41.90972130000001,-87.7707715,Austin
69,Leung's Chop Suey,5713 W Irving Park Rd ,773-545-4188,60634,41.9529446,-87.7701278,Portage Park
70,Lin's Garden,3306 W Fullerton Ave  ,773-342-0760,60647,41.9249109,-87.7111616,Logan Square
71,Lins Garden Of Chicago,3925 W Lawrence Ave  ,773-539-3388,60625,41.9679814,-87.7263812,Albany Park
72,Manchu Wok,10000 W Ohare Ave  ,773-686-6180,60666,41.9738886,-87.8907904,O'Hare
73,Manchu Wok,7601 S Cicero Ave  ,773-585-6775,60652,41.7573915,-87.7369715,West Lawn
74,Mayflower Chinese Restaurant,2225 S Wentworth Ave  ,312-808-1322,60616,41.8521363,-87.63169099999999,Armour Square
75,Mei Shun Tofu Products Co,523 W 26th St  ,312-842-7000,60616,29.8102145,-95.4070766,Northside
76,Mo's Asian Bistro,1353 W Fullerton Ave ,773-248-1758,60614,41.9249012,-87.6625609,Lincoln Park
77,Monica Beauty Salon,5695 N Lincoln Ave  ,773-878-5888,60659,41.9851421,-87.6979775,Arcadia Terrace
78,Moy Lee Chinese Restaurants,5346 N Milwaukee Ave  ,773-631-1290,60630,41.9777177,-87.770049,Jefferson Park
79,Mr Ging Chop Suey,3549 N Central Ave  ,773-481-1323,60634,41.9456914,-87.7663262,Portage Park
80,New Asia,2705 W Lawrence Ave  ,773-728-2406,60625,41.968445,-87.6965342,Lincoln Square
81,New China,7310 W Foster Ave  ,773-792-8888,60656,41.9757774,-87.8095965,Oriole Park
82,New China,3246 W Addison St  ,773-279-8889,60618,41.9468205,-87.7096028,Irving Park
83,New China 23,533 N Western Ave  ,773-388-1777,60618,41.891685,-87.686345,West Town
84,New China Express,1418 W Fullerton Ave  ,773-488-3838,60614,41.925387,-87.6641855,Lincoln Park
85,New China Express,2101 E 71st St  ,773-288-0888,60649,41.7650648,-87.5742808,South Shore
86,New China Wok,752 W Garfield Blvd  ,773-373-2988,60609,41.794462,-87.6448364,Back of the Yards
87,New Choice China Wok,10341 S Halsted St  ,773-298-9988,60628,41.7057776,-87.6423791,Roseland
88,New Chop Suey,9119 S Commercial Ave  ,773-978-1583,60617,41.7294454,-87.5508456,South Chicago
89,New Grand Chinese Kitchen,5401 S Wentworth Ave  ,773-536-8282,60609,41.7959939,-87.6290854,Legends South
90,New Tea Garden Chop Suey,11342 S Michigan Ave  ,773-468-0748,60628,41.6876724,-87.6212025,Roseland
91,Newstar Cantonese Foods,2712 W Touhy Ave  ,773-743-2777,60645,42.0122309,-87.6980135,West Ridge
92,Number 1 Chop Suey,4307 W Irving Park Rd  ,773-725-1199,60641,41.9531909,-87.73587669999999,Old Irving Park
93,Old China Buffet,4616 W Diversey Ave ,773-283-6888,60639,41.9331266,-87.7423103,Kelvyn Park
94,Oriental Chef,901 W 87th St  ,773-783-2898,60620,41.735816,-87.64625290000001,Gresham
95,Oriental Chop Suey,1820 W 95th St  ,773-779-3979,60643,41.7213414,-87.66909369999999,Beverly
96,Oriental Express Ltd,233 E Wacker Dr ,312-938-1118,60601,41.8876107,-87.62121739999999,Chicago Loop
97,P.F. Chang's,530 N Wabash Ave ,312-828-9977,60611,41.8918834,-87.6270332,River North
98,Panda Express,6501 S Cicero Ave  ,773-581-6987,60638,41.7746348,-87.7418457,Clearing
99,Panda Express,2949 W Addison St  ,773-267-1839,60618,41.9464334,-87.7018923,Avondale
100,Panda Express,29 E Madison St,312-201-9866,60602,41.8818309,-87.6266717,Chicago Loop
101,Panda Express,180 N Wabash Ave ,312-419-1543,60601,41.8855192,-87.62654789999999,Chicago Loop
102,Panda Express,9529 S Western Ave  ,773-779-9226,60643,41.7199829,-87.681747,Beverly
103,Panda Express,6201 N Lincoln Ave  ,773-478-6870,60659,41.99488729999999,-87.7142406,North Park
104,Panda Express,130 E Randolph St ,312-946-1670,60601,41.8850284,-87.6231097,Chicago Loop
105,Panda Express,100 W Randolph St ,312-422-0422,60601,41.8851523,-87.63167089999999,Chicago Loop
106,Panda Express,515 S State St  ,312-663-6617,60605,39.7973493,-89.66687139999999,Historic West-Side
107,Panda Express,113 S Clinton St  ,312-258-1574,60661,41.8800494,-87.6409687,West Loop
108,Panda Express,3000 W 26th St  ,773-376-8088,60623,41.829092,-87.7004687,Brighton Park
109,Panda Express,1730 W Fullerton Ave ,773-935-6128,60614,41.92695579999999,-87.67391219999999,Lincoln Park
110,Panda Express,110 W Monroe St  ,312-558-9106,60603,39.8336262,-75.2441004,Paulsboro
111,Panda Express,520 N Michigan Ave ,312-527-3241,60611,41.8915257,-87.6248853,River North
112,Panda Express,77 E Adams St Ste 130  ,312-986-1043,60603,41.8793475,-87.62507579999999,East Adams Street
113,Panda Express,209 W Jackson Blvd  ,312-588-1572,60606,41.877914,-87.634142,Chicago Loop
114,Panda Express,500 W Madison St  ,312-876-9667,60661,41.8823052,-87.6404881,West Loop
115,Panda Express,1654 W 119th St  ,773-821-0262,60643,41.677693,-87.66406599999999,South Side
116,Panda Express,1830 W Fullerton Ave  ,773-935-6128,60614,41.9266337,-87.6740639,Lincoln Park
117,Peking Chinese Food,129 W North Ave  ,312-951-7207,60610,41.9109844,-87.63283109999999,Near North Side
118,Peking Chinese Food,3167 N Halsted St  ,773-281-5435,60657,41.93973159999999,-87.6490101,Lake View East
119,Plenty Chinese Restaurant,2002 W Montrose Ave  ,773-728-5969,60618,41.9617181,-87.6793074,Lincoln Square
120,Rice Café,2203 N Clybourn Ave  ,872-808-2920,60614,41.9218506,-87.66431790000001,Lincoln Park
121,See Thru Chinese Kitchen,7118 S Western Ave  ,773-778-2888,60636,41.7640783,-87.6837192,Chicago Lawn
122,See Thru Chinese Kitchen,800 N Kedzie Ave ,773-826-0488,60651,41.8966026,-87.70793809999999,Humboldt Park
123,See Thru Chinese Kitchen,5249 W Madison St  ,773-626-9252,60644,41.8800811,-87.75693969999999,Austin
124,See Thru Chinese Kitchen,7613 S Jeffery Blvd  ,773-731-1828,60649,41.7565931,-87.57567390000001,South Shore
125,See Thru Chinese Kitchen,1610 W 59th St  ,773-778-3888,60636,41.7874558,-87.66502919999999,West Englewood
126,See Thru Chinese Kitchen,6046 S Western Ave  ,773-776-8882,60636,41.7833102,-87.684044,Chicago Lawn
127,See Thru Chinese Kitchen,4318 S Ashland Ave  ,773-927-9898,60609,41.8152568,-87.66559749999999,Back of the Yards
128,See Thru Chinese Kitchen,5609 W Division St  ,773-287-8883,60651,41.9018135,-87.766205,Austin
129,See Thru Chinese Kitchen,10939 S Western Ave  ,773-238-9898,60643,41.694278,-87.6807946,South Side
130,See Thru Chinese Kitchen,9442 S Lafayette Ave  ,773-785-5383,60620,41.7222967,-87.6254058,Roseland
131,See Thru Chinese Kitchen,1651 W Roosevelt Rd ,312-733-3888,60608,41.86639359999999,-87.6684859,Near West Side
132,See Thru Chinese Kitchen,5044 S Cottage Grove Ave  ,773-624-9898,60615,41.802617,-87.6072015,Grand Boulevard
133,See Thru Chinese Kitchen,5012 N Pulaski Rd  ,773-202-8238,60630,41.9723407,-87.7285935,North Mayfair
134,See Thru Chinese Kitchen,6700 S Stony Island Ave  ,773-752-6862,60649,41.7727193,-87.5867811,Grand Crossing
135,Seven Stars Chinese Restaurant,3209 W 47th Pl  ,773-254-3131,60632,41.80587550000001,-87.7043715,Brighton Park
136,Shanghai Inn,4723 N Damen Ave  ,773-561-3275,60625,41.96766880000001,-87.6787903,Lincoln Square
137,Sky Chop Suey,8616 S Kedzie Ave  ,773-778-6970,60652,41.7367362,-87.702602,Ashburn
138,Sky Lake Chinese's Kitchen,1002 N Clark St  ,773-821-8688,60290,41.9007159,-87.631523,Near North
139,Sun Wah Bbq,5039 N Broadway ,773-769-2171,60607,41.9739359,-87.6592371,Uptown
140,Sun Wah Bbq,5041 N Broadway St  ,773-769-1254,60640,41.9739853,-87.65899929999999,Uptown
141,Tai Chinese Restaurant,1512 N La Salle Dr  ,312-867-7297,60610,41.9096602,-87.633534,Near North Side
142,TAO Chicago,632 Dearborn Street  ,224-888-0388,60654,41.893381,-87.6299887,River North
143,Tasty China,3315 W North Ave  ,773-292-6389,60647,41.9080432,-87.87530489999999,Melrose Park
144,The Chinese Kitchen,420 W 31st St  ,312-842-8996,60616,36.8763814,-76.2876221,Park Place
145,The Great Wall Restaurant,2127 S China Pl  ,312-808-9686,60616,41.8544348,-87.6331919,Armour Square
146,The Hong Kong Restaurant,2757 W 55th St  ,773-436-7250,60632,41.7934927,-87.6935795,Gage Park
147,Top Wok,58 E Ontario St  ,312-202-0808,60611,41.8935271,-87.6260807,River North
148,Wing Wah Lau Restaurant,4340 S Archer Ave  ,773-247-1663,60632,41.8147327,-87.703752,Brighton Park
149,Wok Fusion,2801 W Howard St  ,773-274-2826,60645,42.0191025,-87.6998619,West Ridge
150,Wok N Roll,1408 E 53rd St  ,773-643-3500,60615,41.79989610000001,-87.59142460000001,Hyde Park
151,Wok This Way,6607 S Cicero Ave  ,708-929-4549,60638,41.7726879,-87.7416149,Clearing
152,Woks 'n' Things Inc,2234 S Wentworth Ave  ,312-842-0701,60616,41.85187639999999,-87.63226929999999,Armour Square
153,Wong Yee,1122 W 95th St  ,773-238-1863,60643,41.7215371,-87.6515673,Washington Heights
154,Yun Noodle Corp,201 N Wells St  ,312-332-6878,60606,41.8860306,-87.6337095,Chicago Loop
155,Zhuo Jing Luo,2224 S Archer Ave  ,312-842-2168,60616,41.85252699999999,-87.63612499999999,Armour Square
156,Green Tea Japanese Restaurant,2206 N Clark St  ,773-883-8812,60614,41.5420601,-90.6228037,Davenport
157,Gyu Kaku,1364 W Randolph St  ,312-624-9863,60607,41.8844809,-87.6613873,West Loop
158,Gyu Kaku,210 E Ohio St  ,312-266-8929,60611,41.892752,-87.622298,Streeterville
159,Hanabi Japanese Restaurant,806 W Webster Ave  ,773-935-3474,60614,41.921933,-87.64909,Sheffield & DePaul
160,Izakaya Mita,1960 North Damen Avenue  ,773-799-8677,60647,41.9176221,-87.67786389999999,Bucktown
161,Kabuki Japanese Restaurant,2473 N Clark St  ,773-975-7033,60614,41.9275515,-87.6414242,Lincoln Park
162,Katsu Japanese Restaurant,2649 W Peterson Ave  ,773-784-3383,60659,41.990146,-87.696472,Arcadia Terrace
163,Kikuya Japanese Restaurant,1601 E 55th St  ,773-667-3727,60615,41.7950914,-87.586574,East Hyde Park
164,Kizuki Ramen & Izakaya,1482 N Milwaukee Ave  ,773-270-4150,60622,42.3004885,-87.9529127,Libertyville
165,Kizuki Ramen & Izakaya,1538 N Clybourn Ave  ,312-631-3165,60610,41.9093659,-87.6476394,Goose Island
166,Kohan Japanese Restaurant,730 W Maxwell St  ,312-421-6254,60607,41.8650211,-87.6462808,Little Italy
167,Midori Japanese Restaurant,3310 W Bryn Mawr Ave  ,773-267-9733,60659,41.9832893,-87.7117967,North Park
168,Mushashi Japanese Restaurant,6248 N California Ave  ,773-465-7660,60659,41.9952686,-87.7000061,West Ridge
169,Sakae Sushi,2920 N Clark St  ,773-388-1818,60657,41.9354599,-87.64719149999999,Lake View East
170,Sushi Lounge,234 W Cermak Rd  ,312-326-9168,60616,41.853136,-87.63315999999999,Armour Square
171,Zoku Sushi & Thai,1616 N Kedzie Ave  ,773-227-1616,60647,41.9107266,-87.7070432,Humboldt Park
172,Ai Sushi & Lounge,358 W Ontario St  ,312-335-9888,60654,41.8933501,-87.6381447,River North
173,Anna's Asian Grill,1806 W Irving Park Rd  ,773-975-3404,60613,42.0070009,-88.15048709999999,Hanover Park
174,Cafe Sushi,1342 N Wells St  ,312-337-0700,60610,41.9067961,-87.63475269999999,Near North Side
175,Chen's Chinese & Sushi,3506 N Clark St  ,773-549-9100,60657,41.94578,-87.6556335,Lake View
176,Diva,3542 N Halsted St  ,773-857-0571,60657,41.9467159,-87.6497682,Lake View
177,Friends Sushi On State,804 N State St  ,312-643-1219,60610,42.2650442,-88.84929079999999,Belvidere
178,Fugu Tei Sushi Restaurant Inc,1925 W Foster Ave  ,872-241-4194,60640,41.9757978,-87.6773237,Lincoln Square
179,Fuji Hibachi & Sushi Inc,5645 W Belmont Ave  ,773-836-8811,60634,41.938189,-87.7682209,Belmont Central
180,Fuji Sushi Buffet,3026 N Ashland Ave  ,773-327-7000,60657,41.9367396,-87.6704049,Lake View
181,Godzilla Sushi,4945 N Milwaukee Ave  ,773-283-8190,60630,41.9708901,-87.76324489999999,Jefferson Park
182,Hot Woks Cool Sushi,300 W Adams St  ,312-220-0011,60606,41.8796763,-87.6356055,Chicago Loop
183,Hot Woks Cool Sushi,30 S Michigan Ave  ,312-345-1234,60603,41.8811752,-87.6248481,Chicago Loop
184,Hot Woks Cool Sushi,3930 N Pulaski Rd  ,773-282-1818,60641,41.95285200000001,-87.72778799999999,Old Irving Park
185,Hot Woks Cool Sushi,2032 W Roscoe St  ,773-880-9800,60618,41.9434177,-87.67982750000002,North Center
186,I Love Sushi,869 N Larrabee St  ,312-573-0123,60610,41.8984702,-87.6427941,Cabrini-Green
187,I Love Sushi,233 N Michigan Ave ,312-228-0500,60601,41.8870789,-87.6230875,Chicago Loop
188,Ichiban Sushi Café,1422 W Taylor St ,312-243-9388,60607,41.8695206,-87.6626019,Little Italy
189,Itto Sushi,2616 N Halsted St  ,773-871-1800,60614,41.9296881,-87.6491309,Sheffield & DePaul
190,Kai Sushi,1255 S State St ,312-583-0567,60605,41.8661707,-87.6267747,Near South Side
191,Kai Sushi,1406 W Grand Ave ,312-733-9083,60642,41.8912514,-87.6625579,West Town
192,Koho Sushi Bar,2829 W Armitage Ave  ,773-235-2199,60647,41.9173358,-87.69845869999999,Logan Square
193,Kyoto Sushi Restaurant,401 W Fullerton Pkwy  ,773-477-2788,60614,41.925323,-87.639365,Lincoln Park
194,Kyu Sushi,939 N Ashland Ave ,773-772-5985,60622,41.8991125,-87.6670355,Pulaski Park
195,Lou Finn,1952 W North Ave  ,773-394-7373,60622,41.9106633,-87.677053,West Town
196,Miku Sushi,4514 N Lincoln Ave  ,773-961-7895,60625,41.9635064,-87.6855564,Lincoln Square
197,Mon Sushi,2441 N Clark St  ,773-529-8812,60614,41.9266787,-87.640931,Lincoln Park
198,Naoki Sushi,2300 N Lincoln Park W ,773-868-0002,60614,41.9242102,-87.637028,Lincoln Park
199,Nori Sushi Bar,1393 N Milwaukee Ave  ,773-292-9992,60622,41.9072819,-87.6723143,West Town
200,Papajin Chinese & Sushi Bar,1551 N Milwaukee Ave  ,773-384-9600,60622,42.300876,-87.9584824,Libertyville
201,Pokeworks,79 E Madison St  ,312-868-0261,60602,41.88198269999999,-87.6248299,Chicago Loop
202,Ra Sushi Bar Restaurant,1139 N State St  ,312-274-0011,60610,41.9030751,-87.62837480000002,Gold Coast
203,Ryo Sushi,62 E Madison St  ,312-409-8888,60602,40.7659787,-73.9695534,Manhattan
204,Sushi Burrito,2904 N Broadway St  ,773-661-1163,60657,41.9351163,-87.6444587,Lake View East
205,Sushi Loop8,10 W Jackson Blvd  ,312-714-1234,60607,41.8783287,-87.62821509999999,Chicago Loop
206,Sushi Luxe,5204 N Clark St  ,773-334-0770,60640,41.9764467,-87.66872769999999,Andersonville
207,Sushi Samba Rio,504 N Wells St  ,312-595-2300,60654,41.8911023,-87.6344475,River North
208,Sushi Taku,1904 W Division St  ,773-252-8258,60622,41.9034407,-87.675103,West Town
209,Sushi Wabi,842 W Randolph St  ,312-563-1224,60607,41.88467869999999,-87.64919170000002,West Loop
210,Sushi X,1136 W Chicago Ave  ,312-491-9232,60642,41.8964182,-87.6566282,West Town
211,Sushi X,543 W Diversey Pkwy  ,773-248-1808,60614,41.9326952,-87.6430342,Lincoln Park
212,Kimura Sushi,1422 W Taylor St  ,312-837-3108,60607,41.8695206,-87.6626019,Little Italy
213,Torilla King Sushi,1408 W Diversey Pkwy  ,773-687-9027,60614,41.9326977,-87.664012,Lake View
214,Toro Sushi,2546 N Clark St  ,773-348-7255,60614,41.9289435,-87.6427259,Lincoln Park
215,Toro Sushi Express,201 N Clark St  ,312-781-6991,60601,41.8860956,-87.6303958,Chicago Loop
216,Ukai Sushi,1059 W Belmont Ave  ,773-868-9900,60657,41.9397128,-87.65645579999999,Lake View
217,Umami Sushi,4626 N Cumberland Ave  ,773-589-9928,60656,41.9638419,-87.83705499999999,O'Hare
218,Yuzu Sushi And Robato Grill,1751 W Chicago Ave  ,312-265-1289,60622,41.8957956,-87.6717348,West Town
219,Amarit Thai Restaurant,600 S Dearborn St ,312-939-1179,60605,41.8739674,-87.62941149999999,Chicago Loop
220,Aroy Thai Restaurant,4654 N Damen Ave  ,773-275-8360,60625,41.9667131,-87.6793296,Lincoln Square
221,Bangkok Café, II9 W Hubbard St  ,312-322-1178,60654,41.8899918,-87.65845879999999,Cook County
222,Bangkok Thai Cuisene,6144 N Lincoln Ave  ,773-463-7034,60659,41.99359690000001,-87.7131467,Pulaski Park
223,Dao Thai Restaurant,230 E Ohio St  ,312-337-0000,60611,41.8928168,-87.621681,Streeterville
224,Herb,5424 North Broadway Street  ,773-678-3792,60640,41.9807555,-87.660277,Edgewater
225,Kates Thai Kitchen,1132 N Ashland Ave  ,773-360-1226,60622,41.902502,-87.6678809,West Town
226,Kin Sushi And Thai Cuisine,1134 N Milwaukee Ave  ,773-772-2722,60642,42.2952225,-87.9555864,Libertyville
227,Manee Thai Restaurant,1546 W Chicago Ave  ,312-733-3339,60642,41.89634,-87.666777,Pulaski Park
228,Manee Thai Restaurant,3558 N Pulaski Rd  ,773-725-9991,60641,41.9462304,-87.7277086,Irving Park
229,My Thai Restaurant,333 S State St  ,312-986-0999,60604,41.8773589,-87.62728969999999,Chicago Loop
230,New Thai Kitchen,1513 W Irving Park Rd  ,773-472-9090,60613,41.954104,-87.66816709999999,Lake View
231,Nine Thai Cuisine,2349 N Clark St  ,773-360-7087,60614,41.9251343,-87.6400062,Lincoln Park
232,Opart Thai House,4658 N Western Ave  ,773-219-0851,60625,41.9665424,-87.68911519999999,Lincoln Square
233,Opart Thai House,1906 S State St  ,312-488-1735,60616,41.85608209999999,-87.6274846,Near South Side
234,Opart That House,1904 S State St  ,312-255-7890,60616,39.7802105,-89.6666142,Springfield
235,P S Bangkok,3345 N Clark St  ,773-871-7777,60657,41.9430291,-87.6528433,Lake View
236,P S Bangkok Restaurant,2521 N Halsted St  ,773-348-0072,60614,41.9279525,-87.6485736,Lincoln Park
237,Penny's Noodle Shop,3400 N Sheffield Ave  ,773-281-8222,60657,41.9436807,-87.6545281,Lake View
238,Penny's Noodle Shop,1542 N Damen Ave  ,773-394-0100,60622,41.9096503,-87.6777658,West Town
239,Penny's Noodle Shop,950 W Diversey Pkwy  ,773-281-8448,60614,41.9327972,-87.653424,Lake View
240,Ploy Thai,6247 W Touhy Ave  ,773-647-1707,60646,42.0117958,-87.783731,Forest Glen
241,Red Pepper Thai Restaurant,2819 N Lincoln Ave  ,773-435-1215,60657,41.9331632,-87.6592866,Lake View
242,Royal Thai Restaurant,2209 W Montrose Ave  ,773-509-0007,60618,41.9612943,-87.6842252,North Center
243,Siam Restaurant,1639 E 55th St  ,773-324-9296,60615,41.7950708,-87.5850323,East Hyde Park
244,Siam Thai Cuisine,1641 E 55th St  ,773-324-9296,60615,36.0843223,-95.96758249999999,South Peoria
245,Thai Aree House,3592 N Milwaukee Ave  ,773-725-6751,60641,41.9459575,-87.7354798,Irving Park
246,Thai Elephant,5348 W Devon Ave  ,773-467-1168,60646,41.997577,-87.7625529,Forest Glen
247,Thai Spice Restaurant,1320 W Devon Ave  ,773-973-0504,60660,41.998344,-87.663798,Rogers Park
248,Thai Spoon,601 S Wabash Ave  ,312-427-9470,60605,41.874282,-87.625755,Chicago Loop
249,Thai Village,2053 W Division St  ,773-384-5352,60622,41.9029292,-87.6793687,West Town
250,Vong Thai Kitchen,6 W Hubbard St  ,312-644-8664,60654,41.8903537,-87.62827419999999,River North
251,Del Seoul,2568 N Clark St  ,773-248-4227,60614,41.9294523,-87.6430036,Lincoln Park
252,Forastero,449 W North Ave  ,312-265-0322,60610,41.9109405,-87.6405193,Near North Side
253,Soo Jung Korean Restaurant,5800 N Lincoln Ave  ,773-275-0489,60659,41.98668780000001,-87.70175030000001,West Ridge
254,Pho Luon,1114 W Argyle St ,773-334-4500,60640,41.9734108,-87.6583222,Uptown
